AircraftId,Date,DayOfTheWeek,AircraftType,Origin,Destination,DepartureAEST,DepartureHour,ArrivalAEST,Duration
FD480,5/07/2022,Tuesday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),12:20 PM,12,1:03 PM,43
FD489,7/07/2022,Thursday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:42 AM,11,12:25 PM,43
FD493,13/07/2022,Wednesday,BE20,Taroom (XTO / YTAM),Toowoomba (YTWB),9:40 PM,21,10:23 PM,43
FD530,15/07/2022,Friday,PC12,Booleroo Centre (YBOC),Adelaide Int'l (ADL / YPAD),5:09 PM,17,5:52 PM,43
FD534,10/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Tumby Bay (YTBB),8:07 PM,20,8:50 PM,43
FD534,13/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),12:52 PM,12,1:35 PM,43
FD534,17/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),2:51 PM,14,3:34 PM,43
FD534,14/07/2022,Thursday,PC12,Port Pirie (PPI / YPIR),Kingscote (KGC / YKSC),11:37 AM,11,12:20 PM,43
FD543,14/07/2022,Thursday,PC12,Port Augusta (PUG / YPAG),Marree (YMRE),9:49 AM,9,10:32 AM,43
FD580,10/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Tumby Bay (YTBB),8:07 PM,20,8:50 PM,43
FD580,17/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),2:51 PM,14,3:34 PM,43
FD596,5/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),10:47 PM,22,11:30 PM,43
FD602,4/07/2022,Monday,PC12,Merredin (YMDN),Jandakot (JAD / YPJT),10:19 PM,22,11:02 PM,43
FD607,11/07/2022,Monday,PC12,Eliwana (WHB / YEWA),Port Hedland Int'l (PHE / YPPD),12:42 AM,0,1:25 AM,43
FD608,15/07/2022,Friday,PC12,Onslow (ONS / YOLW),Solomon (SLJ / YSOL),12:09 PM,12,12:52 PM,43
FD619,7/07/2022,Thursday,PC12,Wiluna (WUN / YWLU),Laverton (LVO / YLTN),10:34 AM,10,11:17 AM,43
FD624J,6/07/2022,Wednesday,PC24,Broome Int'l (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),9:45 PM,21,10:28 PM,43
FD624J,15/07/2022,Friday,PC24,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),1:07 PM,13,1:50 PM,43
FD629,16/07/2022,Saturday,PC12,Dave Forest (KFE / YFDF),Port Hedland Int'l (PHE / YPPD),1:04 AM,1,1:47 AM,43
FD630J,17/07/2022,Sunday,PC24,Esperance (EPR / YESP),Albany (ALH / YABA),3:37 PM,15,4:20 PM,43
AM273,9/07/2022,Saturday,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),2:52 PM,14,3:36 PM,44
AM273,10/07/2022,Sunday,B350,Sydney (SYD / YSSY),Port Macquarie (PQQ / YPMQ),6:48 AM,6,7:32 AM,44
AM273,12/07/2022,Tuesday,B350,Sydney (SYD / YSSY),Port Macquarie (PQQ / YPMQ),2:24 PM,14,3:08 PM,44
FD211,8/07/2022,Friday,B350,Dubbo (DBO / YSDU),Collarenebri (CRB / YCBR),7:56 AM,7,8:40 AM,44
FD211,12/07/2022,Tuesday,B350,Dubbo (DBO / YSDU),Lightning Ridge (LHG / YLRD),8:24 AM,8,9:08 AM,44
FD211,5/07/2022,Tuesday,B350,Lightning Ridge (LHG / YLRD),Dubbo (DBO / YSDU),11:20 AM,11,12:04 PM,44
FD211,18/07/2022,Monday,B350,Lightning Ridge (LHG / YLRD),Dubbo (DBO / YSDU),4:16 PM,16,5:00 PM,44
FD213,16/07/2022,Saturday,BE20,Dubbo (DBO / YSDU),Bankstown (BWU / YSBK),4:12 PM,16,4:56 PM,44
FD416,14/07/2022,Thursday,BE20,Mount Isa (ISA / YBMA),Boulia (BQL / YBOU),10:20 PM,22,11:04 PM,44
FD423,12/07/2022,Tuesday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),3:24 AM,3,4:08 AM,44
FD423,15/07/2022,Friday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),4:25 PM,16,5:09 PM,44
FD423,15/07/2022,Friday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),7:49 PM,19,8:33 PM,44
FD423,10/07/2022,Sunday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),7:41 AM,7,8:25 AM,44
FD423,17/07/2022,Sunday,B350,Townsville Int'l / RAAF (TSV / YBTL),Hughenden (HGD / YHUG),7:12 AM,7,7:56 AM,44
FD425,10/07/2022,Sunday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:40 AM,2,3:24 AM,44
FD425,5/07/2022,Tuesday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),1:02 PM,13,1:46 PM,44
FD425,8/07/2022,Friday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),9:41 AM,9,10:25 AM,44
FD425,8/07/2022,Friday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:20 PM,20,9:04 PM,44
FD425,9/07/2022,Saturday,BE20,Bundaberg (BDB / YBUD),Dalby (DBY / YDAY),8:33 PM,20,9:17 PM,44
FD425,10/07/2022,Sunday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:25 AM,8,9:09 AM,44
FD425,12/07/2022,Tuesday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),3:06 PM,15,3:50 PM,44
FD427,7/07/2022,Thursday,B350,Stanthorpe (SNH / YSPE),Brisbane (BNE / YBBN),10:25 AM,10,11:09 AM,44
FD456,11/07/2022,Monday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),12:09 PM,12,12:53 PM,44
FD467,10/07/2022,Sunday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),3:40 PM,15,4:24 PM,44
FD467,16/07/2022,Saturday,BE20,Saint George (SGO / YSGE),Toowoomba (YTWB),5:43 PM,17,6:27 PM,44
FD478,4/07/2022,Monday,BE20,Bundaberg (BDB / YBUD),Rockhampton (ROK / YBRK),1:45 PM,13,2:29 PM,44
FD489,6/07/2022,Wednesday,BE20,Rockhampton (ROK / YBRK),Mackay (MKY / YBMK),7:33 PM,19,8:17 PM,44
FD493,4/07/2022,Monday,BE20,Charleville (CTL / YBCV),Dirranbandi (DRN / YDBI),8:11 PM,20,8:55 PM,44
FD493,10/07/2022,Sunday,BE20,Cunnamulla (CMA / YCMU),Mitchell (YMIT),8:37 AM,8,9:21 AM,44
FD530,15/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),9:42 AM,9,10:26 AM,44
FD534,13/07/2022,Wednesday,PC12,Adelaide Int'l (ADL / YPAD),Cummins Town (YCMM),7:58 AM,7,8:42 AM,44
FD534,13/07/2022,Wednesday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),2:40 PM,14,3:24 PM,44
FD543,6/07/2022,Wednesday,PC12,Port Augusta (PUG / YPAG),Glendambo (YGLD),10:03 AM,10,10:47 AM,44
FD596,7/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Naracoorte (NAC / YNRC),8:50 AM,8,9:34 AM,44
FD601,14/07/2022,Thursday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Esperance (EPR / YESP),10:05 AM,10,10:49 AM,44
FD602,9/07/2022,Saturday,PC12,Jandakot (JAD / YPJT),Albany (ALH / YABA),9:16 PM,21,10:00 PM,44
FD602,5/07/2022,Tuesday,PC12,Merredin (YMDN),Jandakot (JAD / YPJT),12:42 AM,0,1:26 AM,44
FD624J,6/07/2022,Wednesday,PC24,Fitzroy Crossing (FIZ / YFTZ),Kununurra (KNX / YPKU),10:59 PM,22,11:43 PM,44
FD624J,15/07/2022,Friday,PC24,Geraldton (GET / YGEL),Jandakot (JAD / YPJT),2:51 PM,14,3:35 PM,44
AM273,8/07/2022,Friday,B350,Merimbula (MIM / YMER),Sydney (SYD / YSSY),6:10 PM,18,6:55 PM,45
AM273,12/07/2022,Tuesday,B350,Orange (OAG / YORG),Sydney (SYD / YSSY),6:47 PM,18,7:32 PM,45
FD211,12/07/2022,Tuesday,B350,Lightning Ridge (LHG / YLRD),Dubbo (DBO / YSDU),4:07 PM,16,4:52 PM,45
FD416,10/07/2022,Sunday,BE20,Marqua (MQE / YMQA),Mount Isa (ISA / YBMA),2:42 PM,14,3:27 PM,45
FD416,12/07/2022,Tuesday,BE20,Mount Isa (ISA / YBMA),Normanton (YNTN),11:23 AM,11,12:08 PM,45
FD416,16/07/2022,Saturday,BE20,Mount Isa (ISA / YBMA),Burketown (BUC / YBKT),7:55 PM,19,8:40 PM,45
FD423,13/07/2022,Wednesday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),12:48 AM,0,1:33 AM,45
FD423,15/07/2022,Friday,B350,Mackay (MKY / YBMK),Townsville Int'l / RAAF (TSV / YBTL),11:55 PM,23,12:40 AM,45
FD425,7/07/2022,Thursday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),4:05 PM,16,4:50 PM,45
FD425,11/07/2022,Monday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:56 PM,23,12:41 AM,45
FD425,15/07/2022,Friday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:21 PM,20,9:06 PM,45
FD425,17/07/2022,Sunday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:50 AM,8,9:35 AM,45
FD449,8/07/2022,Friday,B350,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:39 PM,14,3:24 PM,45
FD449,7/07/2022,Thursday,B350,Goondiwindi (GOO / YGDI),Brisbane (BNE / YBBN),2:25 PM,14,3:10 PM,45
FD449,7/07/2022,Thursday,B350,Rockhampton (ROK / YBRK),Maryborough (MBH / YMYB),11:27 AM,11,12:12 PM,45
FD456,15/07/2022,Friday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),1:13 PM,13,1:58 PM,45
FD467,17/07/2022,Sunday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),3:50 PM,15,4:35 PM,45
FD467,10/07/2022,Sunday,BE20,Maungindi (YMGI),Toowoomba (YTWB),11:26 AM,11,12:11 PM,45
FD480,9/07/2022,Saturday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),9:47 AM,9,10:32 AM,45
FD480,10/07/2022,Sunday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),4:38 PM,16,5:23 PM,45
FD480,8/07/2022,Friday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),9:09 AM,9,9:54 AM,45
FD534,15/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Port Lincoln (PLO / YPLC),3:11 PM,15,3:56 PM,45
FD534,17/07/2022,Sunday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),1:02 AM,1,1:47 AM,45
FD543,8/07/2022,Friday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),1:10 PM,13,1:55 PM,45
FD596,13/07/2022,Wednesday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),5:03 PM,17,5:48 PM,45
FD630J,16/07/2022,Saturday,PC24,Newman (ZNE / YNWN),Karratha (KTA / YPKA),2:38 PM,14,3:23 PM,45
AM273,10/07/2022,Sunday,B350,Coffs Harbour (YCFS),Newcastle-Williamtown Airport / RAAF (NTL / YWLM),5:17 PM,17,6:03 PM,46
AM273,11/07/2022,Monday,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),1:36 PM,13,2:22 PM,46
FD213,14/07/2022,Thursday,BE20,Bankstown (BWU / YSBK),Dubbo (DBO / YSDU),3:23 PM,15,4:09 PM,46
FD213,7/07/2022,Thursday,BE20,Dubbo (DBO / YSDU),Brewarrina (BWQ / YBRW),7:54 PM,19,8:40 PM,46
FD416,9/07/2022,Saturday,BE20,Mount Isa (ISA / YBMA),Normanton (YNTN),11:36 AM,11,12:22 PM,46
FD416,10/07/2022,Sunday,BE20,Mount Isa (ISA / YBMA),Marqua (MQE / YMQA),1:13 PM,13,1:59 PM,46
FD416,17/07/2022,Sunday,BE20,Mount Isa (ISA / YBMA),Normanton (YNTN),7:25 AM,7,8:11 AM,46
FD423,15/07/2022,Friday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),10:51 AM,10,11:37 AM,46
FD425,6/07/2022,Wednesday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),11:17 PM,23,12:03 AM,46
FD425,8/07/2022,Friday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),10:15 PM,22,11:01 PM,46
FD427,11/07/2022,Monday,B350,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),8:26 AM,8,9:12 AM,46
FD456,4/07/2022,Monday,BE20,Brisbane (BNE / YBBN),Chinchilla (CCL / YCCA),4:01 PM,16,4:47 PM,46
FD456,11/07/2022,Monday,BE20,Rockhampton (ROK / YBRK),Hervey Bay (HVB / YHBA),10:51 AM,10,11:37 AM,46
FD467,11/07/2022,Monday,BE20,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),11:44 AM,11,12:30 PM,46
FD467,14/07/2022,Thursday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),9:23 PM,21,10:09 PM,46
FD480,7/07/2022,Thursday,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),10:26 AM,10,11:12 AM,46
FD480,7/07/2022,Thursday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),6:59 PM,18,7:45 PM,46
FD480,10/07/2022,Sunday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),10:24 AM,10,11:10 AM,46
FD493,7/07/2022,Thursday,BE20,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),7:48 AM,7,8:34 AM,46
FD493,8/07/2022,Friday,BE20,Charleville (CTL / YBCV),Eulo (YEUO),8:07 AM,8,8:53 AM,46
FD534,11/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),3:45 PM,15,4:31 PM,46
FD534,15/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Whyalla (WYA / YWHA),11:42 PM,23,12:28 AM,46
FD534,11/07/2022,Monday,PC12,Port Augusta (PUG / YPAG),Loxton (YLOX),2:01 AM,2,2:47 AM,46
FD534,17/07/2022,Sunday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),12:22 PM,12,1:08 PM,46
FD543,16/07/2022,Saturday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),8:26 PM,20,9:12 PM,46
FD580,17/07/2022,Sunday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),12:22 PM,12,1:08 PM,46
FD596,10/07/2022,Sunday,PC12,Adelaide Int'l (ADL / YPAD),Adelaide Int'l (ADL / YPAD),3:24 PM,15,4:10 PM,46
FD596,11/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),10:52 AM,10,11:38 AM,46
FD596,12/07/2022,Tuesday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),10:21 PM,22,11:07 PM,46
FD602,11/07/2022,Monday,PC12,Jandakot (JAD / YPJT),Morawa (MWB / YMRW),5:55 PM,17,6:41 PM,46
FD849,6/07/2022,Wednesday,PC12,Ayers Rock (AYQ / YAYE),Alice Springs (ASP / YBAS),12:50 AM,0,1:36 AM,46
FD853,18/07/2022,Monday,PC12,Ayers Rock (AYQ / YAYE),Kintore (YKNT),1:56 PM,13,2:42 PM,46
FD874,13/07/2022,Wednesday,PC12,Darwin Int'l / RAAF (DRW / YPDN),RAAF Tindal (KTR / YPTN),8:15 AM,8,9:01 AM,46
AM273,6/07/2022,Wednesday,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),6:13 PM,18,7:00 PM,47
FD211,14/07/2022,Thursday,B350,Brewarrina (BWQ / YBRW),Dubbo (DBO / YSDU),3:45 PM,15,4:32 PM,47
FD213,7/07/2022,Thursday,BE20,Brewarrina (BWQ / YBRW),Dubbo (DBO / YSDU),9:09 PM,21,9:56 PM,47
FD213,17/07/2022,Sunday,BE20,Wagga Wagga (WGA / YSWG),Bankstown (BWU / YSBK),11:44 AM,11,12:31 PM,47
FD423,12/07/2022,Tuesday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),6:06 PM,18,6:53 PM,47
FD423,17/07/2022,Sunday,B350,Cairns Int'l (CNS / YBCS),Townsville Int'l / RAAF (TSV / YBTL),12:25 PM,12,1:12 PM,47
FD423,15/07/2022,Friday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),10:12 PM,22,10:59 PM,47
FD425,8/07/2022,Friday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),1:33 AM,1,2:20 AM,47
FD425,12/07/2022,Tuesday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),10:23 PM,22,11:10 PM,47
FD425,13/07/2022,Wednesday,BE20,Monto (YMTO),Brisbane (BNE / YBBN),9:00 AM,9,9:47 AM,47
FD427,13/07/2022,Wednesday,B350,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),10:19 PM,22,11:06 PM,47
FD427,12/07/2022,Tuesday,B350,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),4:17 PM,16,5:04 PM,47
FD467,15/07/2022,Friday,BE20,Toowoomba (YTWB),Roma (RMA / YROM),1:43 PM,13,2:30 PM,47
FD480,9/07/2022,Saturday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),8:17 AM,8,9:04 AM,47
FD480,14/07/2022,Thursday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),3:54 PM,15,4:41 PM,47
FD493,14/07/2022,Thursday,BE20,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),1:42 PM,13,2:29 PM,47
FD534,15/07/2022,Friday,PC12,Ceduna (CED / YCDU),Port Lincoln (PLO / YPLC),6:41 PM,18,7:28 PM,47
FD617,7/07/2022,Thursday,PC12,Jandakot (JAD / YPJT),Bunbury (BUY / YBUN),3:14 AM,3,4:01 AM,47
FD624J,5/07/2022,Tuesday,PC24,Broome Int'l (BME / YBRM),Port Hedland Int'l (PHE / YPPD),11:26 PM,23,12:13 AM,47
FD624J,17/07/2022,Sunday,PC24,Broome Int'l (BME / YBRM),Port Hedland Int'l (PHE / YPPD),12:57 AM,0,1:44 AM,47
FD849,14/07/2022,Thursday,PC12,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),12:48 PM,12,1:35 PM,47
FD856,14/07/2022,Thursday,PC12,Alice Springs (ASP / YBAS),Ayers Rock (AYQ / YAYE),12:48 PM,12,1:35 PM,47
AM273,10/07/2022,Sunday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Coonabarabran (COJ / YCBB),10:11 PM,22,10:59 PM,48
AM273,10/07/2022,Sunday,B350,Port Macquarie (PQQ / YPMQ),Sydney (SYD / YSSY),8:39 AM,8,9:27 AM,48
AM273,6/07/2022,Wednesday,B350,Sydney (SYD / YSSY),Merimbula (MIM / YMER),1:22 AM,1,2:10 AM,48
AM273,11/07/2022,Monday,B350,Sydney (SYD / YSSY),Merimbula (MIM / YMER),9:22 PM,21,10:10 PM,48
FD211,6/07/2022,Wednesday,B350,Bourke (BRK / YBKE),Dubbo (DBO / YSDU),3:53 PM,15,4:41 PM,48
FD211,5/07/2022,Tuesday,B350,Dubbo (DBO / YSDU),Lightning Ridge (LHG / YLRD),10:01 AM,10,10:49 AM,48
FD213,13/07/2022,Wednesday,BE20,Sydney (SYD / YSSY),Dubbo (DBO / YSDU),5:22 PM,17,6:10 PM,48
FD237,10/07/2022,Sunday,BE20,Orange (OAG / YORG),Sydney (SYD / YSSY),3:02 PM,15,3:50 PM,48
FD416,11/07/2022,Monday,BE20,Julia Creek (JCK / YJLC),Normanton (YNTN),9:07 PM,21,9:55 PM,48
FD423,18/07/2022,Monday,B350,Hughenden (HGD / YHUG),Townsville Int'l / RAAF (TSV / YBTL),10:07 AM,10,10:55 AM,48
FD423,7/07/2022,Thursday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),10:08 AM,10,10:56 AM,48
FD423,15/07/2022,Friday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),3:01 PM,15,3:49 PM,48
FD423,15/07/2022,Friday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),6:38 PM,18,7:26 PM,48
FD425,7/07/2022,Thursday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),10:23 PM,22,11:11 PM,48
FD425,8/07/2022,Friday,BE20,Brisbane (BNE / YBBN),Bundaberg (BDB / YBUD),2:04 PM,14,2:52 PM,48
FD467,15/07/2022,Friday,BE20,Toowoomba (YTWB),Saint George (SGO / YSGE),10:02 AM,10,10:50 AM,48
FD480,11/07/2022,Monday,B350,Townsville Int'l / RAAF (TSV / YBTL),Cairns Int'l (CNS / YBCS),9:54 AM,9,10:42 AM,48
FD480,14/07/2022,Thursday,B350,Townsville Int'l / RAAF (TSV / YBTL),Mackay (MKY / YBMK),10:51 AM,10,11:39 AM,48
FD493,14/07/2022,Thursday,BE20,Charleville (CTL / YBCV),Thargomindah (XTG / YTGM),7:15 AM,7,8:03 AM,48
FD534,8/07/2022,Friday,PC12,Adelaide Int'l (ADL / YPAD),Naracoorte (NAC / YNRC),3:52 PM,15,4:40 PM,48
FD534,14/07/2022,Thursday,PC12,Adelaide Int'l (ADL / YPAD),Naracoorte (NAC / YNRC),2:57 PM,14,3:45 PM,48
FD534,8/07/2022,Friday,PC12,Naracoorte (NAC / YNRC),Adelaide Int'l (ADL / YPAD),5:28 PM,17,6:16 PM,48
FD538,18/07/2022,Monday,PC12,Naracoorte (NAC / YNRC),Adelaide Int'l (ADL / YPAD),2:37 PM,14,3:25 PM,48
FD543,14/07/2022,Thursday,PC12,Marree (YMRE),Port Augusta (PUG / YPAG),4:16 PM,16,5:04 PM,48
FD596,12/07/2022,Tuesday,PC12,Adelaide Int'l (ADL / YPAD),Port Augusta (PUG / YPAG),7:00 PM,19,7:48 PM,48
FD601,13/07/2022,Wednesday,PC12,Leinster (LER / YLST),Kalgoorlie-Boulder (KGI / YPKG),4:49 PM,16,5:37 PM,48
FD602,5/07/2022,Tuesday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Esperance (EPR / YESP),10:11 AM,10,10:59 AM,48
FD602,4/07/2022,Monday,PC12,Leinster (LER / YLST),Kalgoorlie-Boulder (KGI / YPKG),6:11 PM,18,6:59 PM,48
FD602,7/07/2022,Thursday,PC12,Wave Rock (YWRC),Jandakot (JAD / YPJT),6:59 PM,18,7:47 PM,48
FD608,16/07/2022,Saturday,PC12,Paraburdoo (YPBO),Port Hedland Int'l (PHE / YPPD),2:42 AM,2,3:30 AM,48
FD619,5/07/2022,Tuesday,PC12,Shark Bay (MJK / YSHK),Geraldton (GET / YGEL),6:31 PM,18,7:19 PM,48
FD630J,14/07/2022,Thursday,PC24,Jandakot (JAD / YPJT),Geraldton (GET / YGEL),6:23 PM,18,7:11 PM,48
FD630J,17/07/2022,Sunday,PC24,Jandakot (JAD / YPJT),Kalgoorlie-Boulder (KGI / YPKG),1:24 PM,13,2:12 PM,48
AM273,8/07/2022,Friday,B350,Newcastle-Williamtown Airport / RAAF (NTL / YWLM),Sydney (SYD / YSSY),1:11 PM,13,2:00 PM,49
AM273,6/07/2022,Wednesday,B350,Sydney (SYD / YSSY),Tamworth (TMW / YSTW),10:55 AM,10,11:44 AM,49
AM273,9/07/2022,Saturday,B350,Wagga Wagga (WGA / YSWG),Sydney (SYD / YSSY),11:21 AM,11,12:10 PM,49
FD211,6/07/2022,Wednesday,B350,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),8:43 AM,8,9:32 AM,49
FD278,5/07/2022,Tuesday,BE20,Broken Hill (BHQ / YBHI),Ivanhoe (YIVO),10:18 PM,22,11:07 PM,49
FD416,16/07/2022,Saturday,BE20,Doomadgee (DMD / YDMG),Mount Isa (ISA / YBMA),10:03 PM,22,10:52 PM,49
FD416,5/07/2022,Tuesday,BE20,Mount Isa (ISA / YBMA),Normanton (YNTN),10:13 AM,10,11:02 AM,49
FD423,18/07/2022,Monday,B350,Townsville Int'l / RAAF (TSV / YBTL),Hughenden (HGD / YHUG),7:53 AM,7,8:42 AM,49
FD425,14/07/2022,Thursday,BE20,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),8:14 PM,20,9:03 PM,49
FD425,15/07/2022,Friday,BE20,Hervey Bay (HVB / YHBA),Brisbane (BNE / YBBN),12:20 PM,12,1:09 PM,49
FD427,9/07/2022,Saturday,B350,Brisbane (BNE / YBBN),Goondiwindi (GOO / YGDI),7:21 PM,19,8:10 PM,49
FD493,14/07/2022,Thursday,BE20,Charleville (CTL / YBCV),Miles Airport (WLE / YMLS),7:47 PM,19,8:36 PM,49
FD534,11/07/2022,Monday,PC12,Adelaide Int'l (ADL / YPAD),Mount Gambier (MGB / YMTG),9:08 AM,9,9:57 AM,49
FD534,14/07/2022,Thursday,PC12,Naracoorte (NAC / YNRC),Adelaide Int'l (ADL / YPAD),4:10 PM,16,4:59 PM,49
FD543,18/07/2022,Monday,PC12,Port Augusta (PUG / YPAG),Adelaide Int'l (ADL / YPAD),3:19 PM,15,4:08 PM,49
FD596,11/07/2022,Monday,PC12,Prominent Hill Mine (YPMH),Port Augusta (PUG / YPAG),1:15 PM,13,2:04 PM,49
FD601,13/07/2022,Wednesday,PC12,Kalgoorlie-Boulder (KGI / YPKG),Leinster (LER / YLST),3:34 PM,15,4:23 PM,49
FD602,9/07/2022,Saturday,PC12,Shark Bay (MJK / YSHK),Geraldton (GET / YGEL),1:29 PM,13,2:18 PM,49
FD624J,16/07/2022,Saturday,PC24,Broome Int'l (BME / YBRM),Port Hedland Int'l (PHE / YPPD),11:56 AM,11,12:45 PM,49
FD629,16/07/2022,Saturday,PC12,Broome Int'l (BME / YBRM),Fitzroy Crossing (FIZ / YFTZ),1:03 PM,13,1:52 PM,49
FD630J,12/07/2022,Tuesday,PC24,Jandakot (JAD / YPJT),Esperance (EPR / YESP),1:57 PM,13,2:46 PM,49
FD874,13/07/2022,Wednesday,PC12,RAAF Tindal (KTR / YPTN),Darwin Int'l / RAAF (DRW / YPDN),5:30 PM,17,6:19 PM,49
AM273,12/07/2022,Tuesday,B350,Sydney (SYD / YSSY),Port Macquarie (PQQ / YPMQ),7:35 AM,7,8:25 AM,50
FD211,7/07/2022,Thursday,B350,Dubbo (DBO / YSDU),Bourke (BRK / YBKE),9:22 AM,9,10:12 AM,50
FD449,14/07/2022,Thursday,B350,Bundaberg (BDB / YBUD),Brisbane (BNE / YBBN),9:46 PM,21,10:36 PM,50
